
trip_id,user_id,age,visited_city,preferred_budget,preferred_avg_temp,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,rating
230,40,29,Sapa,3,18.0,2,4,3,4,2,4,1,4,1,4.2
231,40,29,Berlin,3,18.0,2,4,3,4,2,4,1,4,1,2.9
232,40,29,Lake Tahoe,3,18.0,2,4,3,4,2,4,1,4,1,3.5
233,41,51,Krakow,3,24.3,5,2,2,2,2,3,3,2,2,3.9
234,41,51,Oslo,3,24.3,5,2,2,2,2,3,3,2,2,4.6
235,42,33,Pago Pago,3,26.7,4,1,4,3,2,4,2,3,1,3.7
236,42,33,Monaco,3,26.7,4,1,4,3,2,4,2,3,1,3.7
237,42,33,Alexandria,3,26.7,4,1,4,3,2,4,2,3,1,3.7
238,42,33,Kandy,3,26.7,4,1,4,3,2,4,2,3,1,3.7
239,42,33,Biarritz,3,26.7,4,1,4,3,2,4,2,3,1,3.7
240,42,33,Jaipur,3,26.7,4,1,4,3,2,4,2,3,1,4.1
241,43,44,Cologne,3,26.3,4,2,3,4,1,4,4,4,3,3.5
242,43,44,Shanghai,3,26.3,4,2,3,4,1,4,4,4,3,4.2
243,43,44,Malé,3,26.3,4,2,3,4,1,4,4,4,3,4.0
244,43,44,Bruges,3,26.3,4,2,3,4,1,4,4,4,3,3.7
245,43,44,Bujumbura,3,26.3,4,2,3,4,1,4,4,4,3,4.1
246,43,44,Ayers Rock,3,26.3,4,2,3,4,1,4,4,4,3,4.1
247,43,44,New Orleans,3,26.3,4,2,3,4,1,4,4,4,3,3.7
248,43,44,Curitiba,3,26.3,4,2,3,4,1,4,4,4,3,3.6
249,43,44,Lille,3,26.3,4,2,3,4,1,4,4,4,3,3.9
250,43,44,Wellington,3,26.3,4,2,3,4,1,4,4,4,3,3.7
251,44,48,Nantes,1,22.2,3,1,4,3,0,3,2,3,2,3.7
252,44,48,Freiburg,1,22.2,3,1,4,3,0,3,2,3,2,3.3
253,44,48,Svalbard,1,22.2,3,1,4,3,0,3,2,3,2,3.1
254,44,48,Roseau,1,22.2,3,1,4,3,0,3,2,3,2,3.3
255,44,48,Port Louis,1,22.2,3,1,4,3,0,3,2,3,2,3.9
256,44,48,Mbabane,1,22.2,3,1,4,3,0,3,2,3,2,3.4
257,45,48,Moscow,3,19.8,5,3,5,3,2,3,3,4,2,3.5
258,45,48,Kuching,3,19.8,5,3,5,3,2,3,3,4,2,3.2
259,46,70,Ulaanbaatar,3,22.5,3,2,3,4,1,4,5,1,3,4.3
260,46,70,Guilin,3,22.5,3,2,3,4,1,4,5,1,3,4.3
261,46,70,Honolulu,3,22.5,3,2,3,4,1,4,5,1,3,4.0
262,46,70,Portland,3,22.5,3,2,3,4,1,4,5,1,3,4.2
263,47,23,Tampa,2,28.1,2,5,2,3,4,3,2,5,1,4.2
264,47,23,Singapore,2,28.1,2,5,2,3,4,3,2,5,1,4.2
265,47,23,Chicago,2,28.1,2,5,2,3,4,3,2,5,1,3.9
266,47,23,Tokyo,2,28.1,2,5,2,3,4,3,2,5,1,3.6
267,47,23,Philadelphia,2,28.1,2,5,2,3,4,3,2,5,1,4.1
268,48,53,Guimarães,3,26.6,3,1,4,1,1,2,5,3,5,3.9
269,48,53,Sal,3,26.6,3,1,4,1,1,2,5,3,5,3.8
270,48,53,Berlin,3,26.6,3,1,4,1,1,2,5,3,5,3.2
271,48,53,Baku,3,26.6,3,1,4,1,1,2,5,3,5,3.4
272,48,53,Cairo,3,26.6,3,1,4,1,1,2,5,3,5,3.5
273,48,53,Brazzaville,3,26.6,3,1,4,1,1,2,5,3,5,3.5
274,48,53,Kigali,3,26.6,3,1,4,1,1,2,5,3,5,3.6
275,48,53,Taupo,3,26.6,3,1,4,1,1,2,5,3,5,3.8
276,49,25,Banjul,2,27.5,2,4,1,4,5,2,1,4,0,3.8
277,49,25,Edinburgh,2,27.5,2,4,1,4,5,2,1,4,0,2.8
278,49,25,Podgorica,2,27.5,2,4,1,4,5,2,1,4,0,3.1
279,50,31,Pisa,2,17.0,5,3,3,2,4,4,2,4,2,3.6
280,50,31,Goa,2,17.0,5,3,3,2,4,4,2,4,2,3.2
281,50,31,San Cristóbal de las Casas,2,17.0,5,3,3,2,4,4,2,4,2,3.6
282,51,20,Luxembourg City,3,25.5,3,4,3,3,4,4,3,4,1,3.2
283,51,20,La Paz,3,25.5,3,4,3,3,4,4,3,4,1,3.4
284,51,20,Budapest,3,25.5,3,4,3,3,4,4,3,4,1,3.3
285,51,20,Montevideo,3,25.5,3,4,3,3,4,4,3,4,1,4.0
286,51,20,Rovaniemi,3,25.5,3,4,3,3,4,4,3,4,1,3.2
287,51,20,Fort Lauderdale,3,25.5,3,4,3,3,4,4,3,4,1,3.4
288,51,20,Acapulco,3,25.5,3,4,3,3,4,4,3,4,1,3.3
289,51,20,Bishkek,3,25.5,3,4,3,3,4,4,3,4,1,3.7
290,52,44,Saint-Denis,2,18.8,4,4,3,4,1,4,3,3,2,3.1
291,52,44,Ajaccio,2,18.8,4,4,3,4,1,4,3,3,2,3.7
292,52,44,Reykjavik,2,18.8,4,4,3,4,1,4,3,3,2,3.3
293,52,44,Caracas,2,18.8,4,4,3,4,1,4,3,3,2,3.4
294,52,44,Zanzibar Town,2,18.8,4,4,3,4,1,4,3,3,2,3.3
295,53,26,Wellington,1,32.1,1,4,1,4,5,3,1,5,0,3.3
296,53,26,Boston,1,32.1,1,4,1,4,5,3,1,5,0,2.7
297,53,26,Oslo,1,32.1,1,4,1,4,5,3,1,5,0,2.9
298,53,26,Kuala Lumpur,1,32.1,1,4,1,4,5,3,1,5,0,3.5
299,53,26,Freiburg,1,32.1,1,4,1,4,5,3,1,5,0,3.5
300,53,26,Córdoba,1,32.1,1,4,1,4,5,3,1,5,0,2.9
301,53,26,Glasgow,1,32.1,1,4,1,4,5,3,1,5,0,2.9
302,54,70,Bridgetown,3,18.9,4,1,5,4,1,4,5,4,3,3.2
303,54,70,Tashkent,3,18.9,4,1,5,4,1,4,5,4,3,2.9
304,54,70,San Carlos de Bariloche,3,18.9,4,1,5,4,1,4,5,4,3,3.3
305,54,70,Kotor,3,18.9,4,1,5,4,1,4,5,4,3,3.3
306,54,70,Ashgabat,3,18.9,4,1,5,4,1,4,5,4,3,2.8
307,54,70,Yogyakarta,3,18.9,4,1,5,4,1,4,5,4,3,3.3
308,54,70,Tromsø,3,18.9,4,1,5,4,1,4,5,4,3,3.4
309,54,70,Banff,3,18.9,4,1,5,4,1,4,5,4,3,3.1
310,54,70,Gdansk,3,18.9,4,1,5,4,1,4,5,4,3,3.7
311,54,70,Ubud,3,18.9,4,1,5,4,1,4,5,4,3,3.5
312,54,70,Windhoek,3,18.9,4,1,5,4,1,4,5,4,3,2.8
313,54,70,Bologna,3,18.9,4,1,5,4,1,4,5,4,3,3.5
314,54,70,Laval,3,18.9,4,1,5,4,1,4,5,4,3,3.6
315,54,70,Bay of Islands,3,18.9,4,1,5,4,1,4,5,4,3,3.2
316,54,70,Cornwall,3,18.9,4,1,5,4,1,4,5,4,3,2.7
317,55,30,Charlotte,3,35,2,1,2,4,2,2,3,5,2,4.2
318,55,30,Fès,3,35,2,1,2,4,2,2,3,5,2,4.5
319,56,21,Trinidad,2,24.7,2,5,1,3,3,2,2,4,0,3.9
320,56,21,Nagasaki,2,24.7,2,5,1,3,3,2,2,4,0,3.6
321,56,21,Caracas,2,24.7,2,5,1,3,3,2,2,4,0,3.7
322,56,21,Siwa Oasis,2,24.7,2,5,1,3,3,2,2,4,0,4.1
323,56,21,Antananarivo,2,24.7,2,5,1,3,3,2,2,4,0,3.8
324,56,21,Mexico City,2,24.7,2,5,1,3,3,2,2,4,0,2.8
325,57,36,New York,2,32.6,5,3,3,4,2,3,1,3,2,3.9
326,57,36,Viña del Mar,2,32.6,5,3,3,4,2,3,1,3,2,3.6
327,57,36,Lyon,2,32.6,5,3,3,4,2,3,1,3,2,3.2
328,57,36,Mexico City,2,32.6,5,3,3,4,2,3,1,3,2,4.3
329,58,41,Nuuk,1,13.0,3,2,5,3,2,2,1,3,1,3.7
330,58,41,Port Vila,1,13.0,3,2,5,3,2,2,1,3,1,3.6
331,58,41,Tromsø,1,13.0,3,2,5,3,2,2,1,3,1,4.2
332,59,49,Palawan,2,15.6,3,2,2,2,1,4,3,3,2,5.0
333,59,49,Pisa,2,15.6,3,2,2,2,1,4,3,3,2,4.7
334,60,39,Nadi,2,12.3,2,3,5,4,0,4,2,4,1,3.8
335,60,39,Apia,2,12.3,2,3,5,4,0,4,2,4,1,3.3
336,60,39,Marrakesh,2,12.3,2,3,5,4,0,4,2,4,1,3.3
337,61,23,Honolulu,2,20.7,4,3,2,2,5,4,1,4,1,3.9
338,61,23,Playa del Carmen,2,20.7,4,3,2,2,5,4,1,4,1,4.8
339,61,23,Playa del Carmen,2,20.7,4,3,2,2,5,4,1,4,1,4.4
340,61,23,Manaus,2,20.7,4,3,2,2,5,4,1,4,1,4.0
341,61,23,Trondheim,2,20.7,4,3,2,2,5,4,1,4,1,3.4
342,62,36,Brisbane,1,21.6,4,2,3,2,3,5,3,3,1,3.9
343,62,36,Puebla,1,21.6,4,2,3,2,3,5,3,3,1,4.7
344,62,36,Porto,1,21.6,4,2,3,2,3,5,3,3,1,3.9
345,62,36,Beira,1,21.6,4,2,3,2,3,5,3,3,1,4.2
346,62,36,Nagoya,1,21.6,4,2,3,2,3,5,3,3,1,3.9
347,62,36,Zanzibar,1,21.6,4,2,3,2,3,5,3,3,1,3.6
